id,description_feature_1,description_feature_2,description_feature_3
26600666,Central location, Close to cultural attractions, Fully equipped kitchen  
26601188,Central location, Near public transportation, Quiet area
26613280,Central location, Remote work setup, Rooftop terrace or balcony  
26631768,Compact and efficient studio, Good natural lighting, Fully equipped kitchen  
25540943,Central location, Local artisan decor, Suitable for solo travelers  
25541322,Central location, Near the beach, Close to cultural attractions  
25542010,Safe neighborhood, Family-friendly, Eco-friendly features  
25543821,Charming old-town vibe, Close to restaurants and cafes, Quiet area  
25560219,Central location, Quiet area, Near restaurants and cafes  
25562552,Family-friendly, Central location, Close to the beach  
25606013,Modern apartment, Panoramic city views, Includes high-speed WiFi  
26649800,Quiet area, Close to the beach, Fully equipped kitchen
26656449,Cozy atmosphere, Central location, Quiet area  
26685582,none,,
26688076,none,,
26697015,Central location, Close to restaurants and cafes, Ideal for couples  
26706341,Cozy atmosphere, Quiet area, Suitable for solo travelers  
26712885,Stylish and modern decor, Quiet area, Central location  
26716372,Central location, Ideal for couples, Spacious living areas  
26726767,Central location, Near public transportation, Cozy atmosphere  
25652280,Central location, Flexible check-in, Cozy atmosphere  
25702608,Modern apartment, Good natural lighting, Charming old-town vibe  
25703861,Central location, Ideal for couples, Perfect for extended stays  
26741961,Family-friendly, Unique architectural design, Cozy atmosphere
26766150,Central location, Near public transportation, Family-friendly  
26767140,Ideal for couples, Near public transportation, Close to restaurants and cafes  
26772799,Central location, Includes high-speed WiFi, Modern apartment  
26790463,Quiet area, Near public transportation, Pet-friendly  
26791542,Budget-friendly, Quiet area, Suitable for solo travelers  
26792025,Central location, Spacious living areas, Family-friendly  
26792819,Central location, Modern apartment, Family-friendly  
26793324,Central location, Panoramic city views, Family-friendly  
25705281,Quiet area, Cozy atmosphere, Good natural lighting  
25706139,Close to restaurants and cafes, Ideal for couples, Perfect for extended stays
25707148,Ideal for couples, Close to the beach, Perfect for extended stays  
25711336,Close to the beach, Cozy atmosphere, Modern apartment  
25711522,Ideal for couples, Close to the beach, Perfect for extended stays  
26793949,Spacious living areas, Modern apartment, Close to restaurants and cafes  
26797767,Near educational institutions, Spacious living areas, Modern apartment  
26800509,Quiet area, Near public transportation, Close to cultural attractions  
26809311,Historic neighborhood, Luxury apartment, Spacious living areas  
26811798,Good natural lighting, Quiet area, Close to the beach  
26812271,Central location, Near public transportation, Quiet area  
26826828,Central location, Cozy atmosphere, Ideal for solo travelers
26826875,Luxury apartment, Good natural lighting, Nearby parks or green spaces  
25711983,Ideal for couples, Perfect for extended stays, Close to the beach  
25715089,Historic neighborhood, Near cultural attractions, Central location  
25732015,Family-friendly, Good natural lighting, Close to restaurants and cafes  
26828180,Modern apartment, Spacious living areas, Good natural lighting  
26828346,Stylish and modern decor, Spacious living areas, Private terrace  
26837152,Family-friendly, Central location, Quiet street  
26837301,Central location, Near cultural attractions, Cozy atmosphere  
26840994,Near public transportation, Close to major landmarks, Central location  
26862103,Modern apartment, Central location, Good natural lighting
26863436,Good natural lighting, Family-friendly, Spacious living areas  
26864064,Perfect for extended stays, Budget-friendly, Suitable for solo travelers  
26883321,Central location, Near public transportation, Close to cultural attractions  
25755341,Central location, Close to restaurants and cafes, Ideal for couples  
25758097,Perfect for extended stays, Near public transportation, Family-friendly  
25759221,Central location, Near public transportation, Ideal for couples  
26887394,Central location, Near public transportation, Suitable for solo travelers  
26887879,Central location, Near public transportation, Includes breakfast  
26892947,Quiet area, Near public transportation, Suitable for solo travelers  
26915869,Cozy atmosphere, Suitable for solo travelers, Includes breakfast
26916109,Central location, Cozy atmosphere, Good natural lighting  
26916773,Budget-friendly, Suitable for solo travelers, Shared spaces  
26916997,Business traveler-friendly, Quiet area, Relaxing ambiance  
26920348,Central location, Near public transportation, Quiet area  
25772886,Panoramic city views, Stylish and modern decor, Luxury apartment  
25790301,Central location, Budget-friendly, Suitable for solo travelers  
25791152,Cozy atmosphere, Perfect for digital nomads, Shared spaces  
25807909,Central location, Charming old-town vibe, Cozy atmosphere  
25809648,Modern apartment, Good natural lighting, Spacious living areas  
25825587,Central location, Cozy atmosphere, Shared spaces
25825693,Central location, Family-friendly, Fully equipped kitchen  
25828168,Central location, Near cultural attractions, Stylish and modern decor  
25831839,Near public transportation, Pet-friendly, Suitable for solo travelers  
26933370,Central location, Family-friendly, Good natural lighting  
26940439,Central location, Family-friendly, Includes laundry facilities  
26940546,Panoramic city views, Ideal for couples, Romantic atmosphere  
26940783,Good natural lighting, Family-friendly, Spacious living areas  
26942581,Compact and efficient studio, Good natural lighting, Suitable for solo travelers  
26943500,Good natural lighting, Family-friendly, Spacious living areas  
26946113,Good natural lighting, Family-friendly, Spacious living areas
26946301,Near public transportation, Close to shopping areas, Near cultural attractions  
26954098,Central location, Ideal for couples, Cozy atmosphere  
26966765,Fully equipped kitchen, Close to restaurants and cafes, Good natural lighting  
25838856,Quiet area, Near public transportation, Family-friendly  
25852148,Panoramic city views, Stylish and modern decor, Spacious living areas  
26969209,Quiet area, Near public transportation, Central location  
26970125,Quiet area, Near public transportation, Central location  
26975250,Near major landmarks, Fully equipped kitchen, Ideal for couples  
26976011,Includes breakfast, Cozy atmosphere, Ideal for couples  
26976071,Includes breakfast, Cozy atmosphere, Ideal for couples
26976115,Includes breakfast, Cozy atmosphere, Ideal for couples  
26978043,Good natural lighting, Family-friendly, Near major landmarks  
25852880,Family-friendly, Near cultural attractions, Good natural lighting  
25852937,Perfect for extended stays, Budget-friendly, Central location  
25856449,Central location, Fully equipped kitchen, Family-friendly  
25861509,Near public transportation, Close to restaurants and cafes, Modern apartment  
25927223,Central location, Quiet area, Ideal for couples  
25927238,Budget-friendly, Suitable for solo travelers, Compact and efficient studio  
25927824,Central location, Ideal for couples, Near public transportation  
25928680,Good natural lighting, Central location, Scenic walking routes nearby
25928900,Business traveler-friendly, Modern apartment, Central location  
25933338,Romantic atmosphere, Panoramic city views, Pet-friendly  
25934189,Central location, Ideal for couples, Comfortable amenities  
27632590,Near major landmarks, Fully equipped kitchen, Good natural lighting  
27643962,Near cultural attractions, Central location, Modern apartment  
27643967,Near cultural attractions, Modern apartment, Good natural lighting  
26979907,Good natural lighting, Family-friendly, Spacious living areas  
26982584,Good natural lighting, Family-friendly, Spacious living areas  
26984211,Good natural lighting, Family-friendly, Spacious living areas  
27011219,Central location, Flexible check-in, Fully equipped kitchen
27011225,Central location, Fully equipped kitchen, Flexible check-in  
27013203,Modern apartment, Family-friendly, Quiet area  
27016200,Family-friendly, Spacious living areas, Comfortable amenities  
27021820,Central location, Cozy atmosphere, Compact and efficient studio  
27039920,Nearby parks or green spaces, Near public transportation, Close to major landmarks  
27643975,Central location, Near public transportation, Modern apartment  
