id,openai_classification
689113238905930391,Quiet area; Panoramic city views; Spacious living areas  
689129428548470099,Quiet area; Ideal for couples; Cyclist-friendly area  
689214675113192702,Central location; Cozy atmosphere; Ideal for couples  
689469878710651711,
689591157124259956,Central location; Historic neighborhood; Unique architectural design  
689661045619734341,Central location; Historic neighborhood; Unique architectural design  
689746657622510515,Central location; Family-friendly; Stylish and modern decor  
689795328429286180,Historic neighborhood; Unique architectural design; Charming old-town vibe
689929561168155056,Luxury apartment; Quiet area; Family-friendly
690379948773965716,Near cultural attractions; Central location; Historic neighborhood
690452738367501731,Stylish and modern decor; Near public transportation; Ideal for couples
690590907661432400,Luxury apartment; Modern apartment; Business traveler-friendly
690591333317249218,Luxury apartment; Modern apartment; Business traveler-friendly
690652205269740397,Central location; Cozy atmosphere; Suitable for solo travelers
691009241036937003,Central location; Close to restaurants and cafes; Fully equipped kitchen
691794558639377241,Modern apartment; Quiet area; Near parks or green spaces
691797796682411776,Panoramic city views; Accessible for reduced mobility; Quiet area
691800849916817442,Cozy atmosphere; Panoramic city views; Ideal for couples
691866308399865409,Family-friendly; Fully equipped kitchen; Spacious living areas  
692418569692162190,Cozy atmosphere; Relaxing ambience; Ideal for couples  
692559605776208032,Luxury apartment; Near cultural attractions; Historic neighborhood  
692700730661641192,Central location; Close to restaurants and cafes; Near public transportation  
693231169349265624,Central location; Quiet area; Ideal for couples  
693407402397171884,Luxury apartment; Central location; Personalized service  
693418397073006561,Luxury apartment; Central location; Personalized service  
693846066868678471,Quiet area; Central location; Cozy atmosphere  
693898790423257275,Close to cultural attractions; Cyclist-friendly area; Near a river or waterfront  
693993737136878924,Ideal for couples; Luxury apartment; Central location
694166567719808333,Central location; Fully equipped kitchen; Ideal for couples  
694186369584627956,Central location; Near cultural attractions; Historical neighborhood  
694191814831848791,Central location; Near cultural attractions; Historical neighborhood  
694258334812114257,Central location; Near public transportation; Ideal for couples  
694743043120629637,Central location; Historical neighborhood; Charming old-town vibe  
694791472729211498,Central location; Historical neighborhood; Charming old-town vibe  
694801450938465986,Central location; Historical neighborhood; Charming old-town vibe  
694814378949340883,Central location; Historical neighborhood; Charming old-town vibe  
694824481385148618,Central location; Historical neighborhood; Charming old-town vibe  
694837792101554213,Central location; Historical neighborhood; Charming old-town vibe
694845607824034899,Historic neighborhood; Near major landmarks; Charming old-town vibe  
694854789663299591,Historic neighborhood; Near major landmarks; Charming old-town vibe  
694866538453846714,Historic neighborhood; Near major landmarks; Charming old-town vibe  
694942965118170004,Historic neighborhood; Near major landmarks; Charming old-town vibe  
694962899291632078,Historic neighborhood; Near major landmarks; Charming old-town vibe  
694976290243168160,Central location; Near public transportation; Cozy atmosphere  
694978829782408419,Historic neighborhood; Near major landmarks; Charming old-town vibe  
695241950121714719,Central location; Walkable neighborhood; Close to restaurants and cafes  
695313812834698507,Cozy atmosphere; Good natural lighting; Unique architectural design  
695353573511310309,Family-friendly; Panoramic city views; Quiet area
695466381528809965,Luxury apartment; Ideal for couples; Private entrance  
695506231387794426,Unique architectural design; Near a river or waterfront; Central location  
696114465547420133,Close to restaurants and cafes; Ideal for couples; Compact and efficient studio  
696129388081651473,Central location; Family-friendly; Fully equipped kitchen  
696136652321011796,Family-friendly; Historic neighborhood; Close to restaurants and cafes  
696184735159228759,Close to restaurants and cafes; Ideal for couples; Compact and efficient studio  
697153219008616969,Business traveler-friendly; Near public transportation; Includes high-speed WiFi  
697176440993639774,Quiet area; Good natural lighting; Flexible check-in  
697694192140225673,Quiet street; Fully equipped kitchen; Spacious living areas  
698279236976825031,
698333135830177268,Luxury apartment; Ideal for couples; Warm and relaxing ambiance
698339796004505710,Luxury apartment; Ideal for couples; Cozy atmosphere  
698343185038600684,Luxury apartment; Ideal for couples; Private entrance  
698355181829171251,Luxury apartment; Ideal for couples; Private entrance  
698584224723095084,Quiet area; Private entrance; Luxury apartment  
699088658633296220,Central location; Near public transportation; Close to restaurants and cafes  
699151628817316935,Central location; Historic neighborhood; Unique architectural design  
699178300289337156,Central location; Historic neighborhood; Unique architectural design  
699185883750546080,Central location; Historic neighborhood; Unique architectural design  
699199292067689846,Central location; Near public transportation; Stylish and modern decor  
699594056937012250,Near public transportation; Near a river or waterfront; Quiet area
700063403548952133,
701237883855949927,Near public transportation; Central location; Family-friendly  
701250326989242500,Central location; Ideal for couples; Near public transportation  
701255496673233372,Historic neighborhood; Nearby parks or green spaces; Unique architectural design  
701273512571772487,Central location; Near public transportation; Quiet area  
701376159501211972,Central location; Spacious living areas; Family-friendly  
701416427970582440,
701448119159740184,Quiet area; Central location; Spacious living areas  
702171853516910325,Safe neighborhood; Suitable for solo travelers; Near public transportation  
703447975163593855,Quiet area; Close to local markets; Family-friendly  
703504239069548019,Central location; Compact and efficient studio; Perfect for digital nomads  
704129749779616451,Central location; Quiet area; Free parking on weekends
705070581732747722,
705126826474834267,Central location; Nearby parks or green spaces; Quiet area  
705163185686802200,Central location; Nearby parks or green spaces; Quiet area  
